id,sku,short_description,Tên SP,price,Quantity_sold,list_price,price_usd,discount,discount_rate,review_count,order_count,inventory_status,is_visible,rating_avg,brand_name,Date
1353567,4026108019719,"Thiết kế tối giản và hiện đạiTủ Lạnh Inverter Samsung RT35K5982S8/SV có thiết kế 2 cửa truyền thống nhưng hiện đại hơn với khả năng lấy nước bên ngoài vô cùng tiện lợi. Đi cùng dung tích 360 lít, chi...",Tủ Lạnh Inverter Samsung Rt35k5982s8/Sv (360l) - Hàng Chính Hãng,9789000,768.0,15490200,,5701200,37,300,,available,,4.8,"{'id': 18802, 'name': 'Samsung', 'slug': 'samsung'}",2022-12-30
77117751,9808868084851,Cảm biến Smart Sensor hỗ trợ bạn trong việc thiết lập thời gian sấyDòng máy sấy Aqua này được trang bị cảm biến Smart Sensor sẽ thay bạn tính toán thời gian sấy một cách hoàn hảo nhất có thể. Không c...,Máy sấy Aqua 7 KG AQH-V700FW,5589000,74.0,6190000,,601000,10,23,,available,,4.3,"{'id': 25406, 'name': 'Aqua', 'slug': 'aqua'}",2022-12-30
68760042,9095065060473,"Thiết kế hình chữ nhật ngang hài hòaMáy Nước Nóng Ariston SL2 20 RS - 2.5 - FE có thiết kế dạng chữ nhật ngang đơn giản, dễ dàng lắp đặt ở những căn phòng tắm có trần tương đối thấp, mang đến vẻ đẹp ...",Máy nước nóng Ariston SL2 20 RS - 2.5 - FE (2500W),3027000,5.0,3027000,,0,0,2,,available,,4.5,"{'id': 47795, 'name': 'Ariston', 'slug': 'ariston'}",2022-12-30
50189662,4606014955402,"Loại bỏ vết bẩn hiệu quả với công nghệ sóng nước mạnh mẽ GreatwavesSiêu sóng Greatwave được tích hợp 3 công nghệ (Flush waves, Real Inverter và Color care) nên chiếc máy giặt này có thể tạo ra luồng ...",Máy giặt Toshiba 9.5 KG TW-BK105S3V SK,7290000,14.0,7290000,,0,0,8,,available,,4.3,"{'id': 18634, 'name': 'Toshiba', 'slug': 'toshiba'}",2022-12-30
123547597,2789738095729,"Giá treo Tivi Đa Năng góc 4 tay P6 cho tv từ 40"" đến 70"" độ bền chịu lực cao.Giá treo tivi đa năng P6, chất liệu hợp kim sắt, sơn tĩnh điện độ bền cao, dùng được cho tivi từ 40-70 inch. Giá treo tivi...","Giá Treo Tivi Xoay Góc đa năng P6 từ 32-70 inch, hàng Nhập Khẩu ",371800,1.0,371800,,0,0,0,,available,,0.0,"{'id': 168073, 'name': 'North Bayou', 'slug': 'north-bayou'}",2022-12-30
44216153,5437711056289,"THÔNG TIN CHI TIẾTLoại sản phẩmRemote TVCông dụngĐiều khiển từ xa cho TV SonyChủng loại phụ kiệnLoại tốt chất lượng A+Mã remoteRMT-TX300EDòng TV tương thíchTV LED, Internet TV,...","Remote Điều Khiển Dành Cho Internet TV, TV LED, Smart TV SONY RMT-TX300E (Kèm pin AAA Maxell)",35000,30.0,35000,,0,0,9,,available,,4.6,"{'id': 111461, 'name': 'OEM', 'slug': 'oem'}",2022-12-30
102070908,8704570088676,"TÍNH NĂNG NỔI BẬTLàm nóng với tính năng cơ bản theo chuẩn chất lượng AristonThanh đốt 100% đồng, cho độ bền vượt trội, khả năng làm nóng nhanh và hiệu quảHệ thống an toàn đồng bộ TSS bảo đảm an t...",Bình Nước Nóng Gián Tiếp Ariston VITALY 20 SLIM 2.5 FE - Hàng chính hãng,1969000,,1969000,,0,0,0,,available,,0.0,"{'id': 47795, 'name': 'Ariston', 'slug': 'ariston'}",2022-12-30
80032068,8684416909823,"Remote FPT Play Box Điều khiển Fpt Play Box bằng giọng nói cho Fpt Play Box 2018 2019 2020 Remote voice cho TV Box Fpt - Chính Hãng- Điều khiển có giọng nói cho hộp FPT Play Box 2019, FPT Play Box 20...",Remote FPT Play Box Điều khiển Fpt Play Box bằng giọng nói cho Fpt Play Box 2018 2019 2020 Remote voice cho TV Box Fpt - Chính Hãng,178900,3.0,178900,,0,0,0,,available,,0.0,"{'id': 307707, 'name': 'FPT PLay Box', 'slug': 'fpt-play-box'}",2022-12-30
91162042,3549700556328,"       Dimmer 220V - 4000w   điều khiển tốc độ động cơ , motor , tăng giảm độ sáng đèn , và các thiết bị 220V khác   Rất Dễ lắp đặt với 2 dây vào 200V và ra 2 dây cho thiết bị . có tản nhiệt nên...",mạch điều tốc 220v 4000w,85000,15.0,85000,,0,0,3,,available,,4.3,"{'id': 111461, 'name': 'OEM', 'slug': 'oem'}",2022-12-30
65453428,4154401091573,"GIAO HÀNG VÀ LẮP ĐẶT CÙNG LÚC, KHU VỰC CẦN GIỜ CÓ GIAO HÀNG TÍNH PHÍ, VUI LÒNG LIÊN HỆ TRƯỚC.Lắp đặt miễn phí lúc giao hàng ở nhà trệt / có thang máy, vật tư phát sinh tính phí.Bảo hành chính hãn...",Máy giặt LG Inverter 8.5 kg FV1408S4W - Chỉ giao HCM,7220000,9.0,7220000,,0,0,2,,available,,5.0,"{'id': 18851, 'name': 'LG', 'slug': 'lg'}",2022-12-30
105378126,7243683299221,"Giặt Sạch Sâu, Bảo Vệ Áo Quần Tốt Hơn 45% - Bong Bóng Siêu Mịn Eco BubbleCỗ máy EcoBubble kích hoạt nước giặt/bột giặt tạo thành bong bóng siêu mịn thẩm thấu vào sợi vải nhanh gấp 40 lần so với máy g...",Máy Giặt Sấy SAMSUNG Inverter 9.5Kg WD95T4046CE/SV -Hàng chính hãng (chỉ giao HCM),8689000,52.0,11290000,,2601000,23,17,,available,,5.0,"{'id': 18802, 'name': 'Samsung', 'slug': 'samsung'}",2022-12-30
68535273,1145980164195,KỆ ĐỂ ÂM THANH SÂN KHẤU HOẶC GĐ ĐỀU OKTHÔNG SỐ : cao 70cm x rộng 50cm x sâu 40cm Sắt dầy 1~2mnm tùy chi tiếtChịu được trọng lượng 200kg...,KỆ Ampli - Cục Đẩy Loại Nhỏ 50CM,395000,40.0,395000,,0,0,11,,available,,4.6,"{'id': 111461, 'name': 'OEM', 'slug': 'oem'}",2022-12-30
123547539,1004195130665,"ANTEN TV kỹ thuật số trong nhà, Xoay 180 độ ANTEN DVB -T2 Model TB105 HKDANTEN DVB-T2 dùng cho các loại Tivi tích hợp sẵn DVB-T2 của Samsung, Sony, LG, Panasonic, …ANTEN DVB-T2 dùng cho các đầu thu...","Ăng-ten TV kỹ thuật số trong nhà, Anten DVB T2 Model TB105 HKD",177800,2.0,177800,,0,0,0,,available,,0.0,"{'id': 111461, 'name': 'OEM', 'slug': 'oem'}",2022-12-30
96347307,9099376503617,"       Bộ vỉ mạch điều khiển từ xa cho quạt 2020 BẢN TIẾNG VIỆT   Lưu ý: mạch quạt phiên bản mới sản xuất năm 2019 đã được nâng cấp ổn định hơn, tốt hơn và không cần dùng đến cầu trì, tất cả nhữn...",Bộ vỉ mạch quạt điều khiển từ xa cho quạt có kèm remote 2020 BẢN TIẾNG VIỆT,37000,37.0,37000,,0,0,8,,available,,5.0,"{'id': 111461, 'name': 'OEM', 'slug': 'oem'}",2022-12-30
197601204,1600354579727,"Máy nước nóng trực tiếp Ariston 4500W AURES PREMIUM 4.5P thiết kế gọn gàng, hiện đại và an toàn cho phòng tắm. Cơ chế làm nóng và kiểm soát nhiệt an toàn với công nghệ Residual Heat và hệ thống Safety...",Máy nước nóng trực tiếp Ariston 4500W AURES PREMIUM 4.5P - Hàng Chính Hãng,2779999,8.0,2779999,,0,0,0,,available,,0.0,"{'id': 47795, 'name': 'Ariston', 'slug': 'ariston'}",2022-12-30
16931128,9786083115091,"- Sản phẩm dùng chung cho cả quạt Mitsu đứng LV16 và quạt Mitsu treo tường W16 .- Với điều khiển quạt từ xa có thể dùng cho cả quạt cây và quạt treo tường cùng các chức năng: Bật/tắt, hẹn giờ, điều c...",Điều khiển dùng cho quạt đứng và quạt treo tường Mitsubishi,35200,,35200,,0,0,0,,available,,0.0,"{'id': 111461, 'name': 'OEM', 'slug': 'oem'}",2022-12-30
46301915,3075962857013,"Giới Thiệu Sản Phẩm :Tên SP : Ampli mini blutooth 12v 220v AV-153TV, USB, SD, FM .Mã SP : SKY0211 .Kích thước nhỏ gọn, kiểu dáng sang trọng hiện đại, bạn có thể sử dụng vào nhiều mục đích khác nhau...",Âm li mini,368500,31.0,378025,,9525,3,7,,available,,4.5,"{'id': 111461, 'name': 'OEM', 'slug': 'oem'}",2022-12-30
116191967,3449343900870,Remote điều khiển được nhiều model Smart TV SamsungChức năng nhận lệnh bằng giọng nóiTốc độ phản hồi nhanhTặng kèm pin AAA MaxellThông tin chi tiết:Loại sản phẩm: Smart remote điều khiển từ xa TV...,"Remote TV Điều Khiển Giọng Nói Dành Cho SAMSUNG Smart Tivi 4K, QLED",209000,84.0,209000,,0,0,23,,available,,4.5,"{'id': 111461, 'name': 'OEM', 'slug': 'oem'}",2022-12-30
104806285,5920322798134,GIAO HÀNG VÀ LẮP ĐẶT CÙNG LÚC.Thông số kỹ thuậtModel: WF-85I140BGBLoại máy giặt: Máy giặt cửa trướcKhối lượng giặt: 8.5 kgCông nghệ Inverter: CóChương trình giặt: 16 chương trìnhMàu sắc: Ghi ...,Máy Giặt Inverter Casper 8.5Kg WF-85I140BGB - Hàng chính hãng (Chỉ giao HCM),4889000,56.0,6990000,,2101000,30,22,,available,,5.0,"{'id': 48688, 'name': 'Casper', 'slug': 'casper'}",2022-12-30
132812897,7867196386379,"       Có công tắc bật tắt, tiết kiệm điện khi không sử dụng.   Kích thước nhỏ gọn, dewex dàng cần nắm và sử dụng.   Jack cắm 6.5mm thông dụng, tương thích với mọi loại dàn karaoke.   Đầu micro...","Mic hát karaoke, Micro có dây, Micro Karaoke XINGMA AK-319 cao cấp thế hệ mới chống hú, chống rè",99000,,99000,,0,0,0,,available,,0.0,"{'id': 111461, 'name': 'OEM', 'slug': 'oem'}",2022-12-30
205863292,6614346802269,"Đặc điểm: CPU: Amlogic S905L2 lên đến 1,5 GHz, lõi tứ ARM Cortex-A53 GPU: Penta Core Mali-450 750MHz FLASH: 16gb/128gb SDRAM: DDR3 2 GB/8 GB USB: USB 2.0 tốc độ cao, hỗ trợ U DISK và USB H...","Đầu Box D9 Pro UHD 4K 8GB+128GB Amlogic S905L2, hỗ trợ HDR, kết nối bluetooth 4.1, Wifi băng tần kép 2.4G/5.8G",748000,7.0,748000,,0,0,3,,available,,5.0,"{'id': 111461, 'name': 'OEM', 'slug': 'oem'}",2022-12-30
160404251,4195988262110,"- giá treo được Sơn tĩnh điện- Tivi được áp sát tường hở tường từ 5-10cm tùy loại Tivi.- Mảng tường để lắp giá treo tivi phải bằng phẳng, khô ráo, đảm bảo khả năng chịu lực ( trọng lượng ) của khun...",Giá Treo Tivi 26 - 43 inch áp tường - Giá treo TiVi loại thẳng ,64000,2.0,64000,,0,0,0,,available,,0.0,"{'id': 111461, 'name': 'OEM', 'slug': 'oem'}",2022-12-30
153817897,7812209906073,Loa Kiểm Âm Tannoy GOLD 8-Hàng Chính Hãng...,Loa Kiểm Âm Tannoy GOLD 8-Hàng Chính Hãng,8200000,14.0,8200000,,0,0,3,,available,,5.0,"{'id': 180151, 'name': 'Tannoy', 'slug': 'tannoy'}",2022-12-30
97340060,5292622445657,"Tô điểm thêm cho không gian nội thất tại nhàSmart Tivi LG 4K 55 inch 55UP7550PTC có màn hình và đường viền mỏng kết hợp với thiết kế thẩm mỹ sẽ làm đẹp hơn cho bất kỳ không gian nào, giúp bạn tô điểm...",Smart Tivi LG 4K 55 inch 55UP7550PTC,9359300,84.0,18900000,,9540700,50,32,,available,,4.8,"{'id': 18851, 'name': 'LG', 'slug': 'lg'}",2022-12-30
96596701,1511487279320,Chuẩn 4K đích thực - Đắm chìm trong các nội dung 4K đặc sắcSmart Tivi LG 4K 43 inch 43UP7720PTC luôn vượt quá sự mong đợi của bạn. Trải nghiệm chất lượng hình ảnh trung thực và màu sắc sống động với ...,Smart Tivi LG 4K 43 inch 43UP7720PTC,7349300,25.0,15400000,,8050700,52,7,,available,,5.0,"{'id': 18851, 'name': 'LG', 'slug': 'lg'}",2022-12-30
118537278,4472032224426,"       ️ Bluetooth conectivity   230nit chromecast   Youtube/netflix/prime video google store   ️ Tivi thông minh coocaa 32"" 32S3U   _ CC cast , youtube, Swaiot Home, Game, Boundless screen, D...",Smart TV HD Coocaa 32 Inch Wifi - Model 32S3U - Hàng chính hãng,2859000,23.0,2859000,,0,0,7,,available,,5.0,"{'id': 357305, 'name': 'coocaa', 'slug': 'coocaa'}",2022-12-30
198650334,7168715215355,"Với thiết kế hiện đại cùng gam màu trắng trang nhã, máy rửa chén có sấy Galanz GR12462T còn tích hợp công nghệ sấy khử trùng Dry+ 72°C an toàn cho sức khỏe và 6 chương trình rửa đáp ứng cho nhiều nhu ...",Máy rửa chén Galanz GR12462T - Hàng chính hãng,6459000,14.0,9990000,,3531000,35,3,,available,,4.3,"{'id': 45582, 'name': 'Galanz', 'slug': 'galanz'}",2022-12-30
195506313,5035339263026,Trải nghiệm 4K trong như pha lêTV LG UHD nâng cấp trải nghiệm xem của bạn. Thưởng thức màu sắc sống động và chi tiết ngoạn mục trong Real 4K.Giới thiệu sự phù hợp hoàn hảo trong không gian của bạn...,Smart Tivi LG 4K 65 inch 65UQ7550PSF - Model 2022,11779300,8.0,22400000,,10620700,47,1,,available,,1.0,"{'id': 18851, 'name': 'LG', 'slug': 'lg'}",2022-12-30
168083987,8434422477871,Đèn nền Quantum Mini LED điều khiển bởi công nghệ Quantum MatrixSmart Tivi Neo QLED Samsung 4K 65 inch QA85QN65BA - Trải nghiệm Neo QLED - màn hình đến từ tương lai và đột phá công nghệ Quantum Matri...,Smart Tivi Neo QLED Samsung 4K 65 inch QA65QN85BA - Model 2022,30029300,11.0,53900000,,23870700,44,3,,available,,5.0,"{'id': 18802, 'name': 'Samsung', 'slug': 'samsung'}",2022-12-30
192908545,7995289163784,"Thiết kế nhỏ gọn, tính cơ động, linh hoạt caoRobot hút bụi lau nhà Xiaomi Vacuum Mop 2 Lite được thiết kế nhỏ gọn dạng tròn giúp robot cơ động, linh hoạt hơn khi di chuyển đến khắp ngóc ngách không g...",Robot hút bụi lau nhà Mi Robot Vacuum - Mop 2 Lite,2589300,44.0,4900000,,2310700,47,0,,available,,0.0,"{'id': 25422, 'name': 'Xiaomi', 'slug': 'xiaomi'}",2022-12-30
54763819,8338637617066,"Kiểu dáng nhỏ gọnMáy nước nóng trực tiếp ELECTROLUX EWE451KX-DWB2 có kiểu dáng nhỏ gọn với màu trắng hài hòa trang nhã, phù hợp với nhiều không gian phòng tắm khác nhau. Vỏ máy được làm từ chất liệu ...",Máy Nước Nóng Electrolux EWE451KX-DWB2 - Hàng chính hãng,2329000,41.0,2890000,,561000,19,10,,available,,5.0,"{'id': 19050, 'name': 'Electrolux', 'slug': 'electrolux'}",2022-12-30
162152249,3420054231156,"TỦ LẠNH MINI KEMIN 10L LÀ DÒNG TỦ TỰ ĐỘNGTủ K10 có kích thước 28x26x34cm là dòng tủ tự động, cắm điện là sử dụngLàm nóng đến 65 độ CLàm lạnh 5-15 độ CSử dụng ở nhà (220V-50W) và trên ô tô (12V)Lưu ý:...",Tủ lạnh mini Kemin Chính hãng 10L,1090700,84.0,1300000,,209300,16,22,,available,,4.6,"{'id': 253643, 'name': 'Kemin', 'slug': 'kemin'}",2022-12-30
102159105,5245513226754,"GIAO HÀNG VÀ LẮP ĐẶT CÙNG LÚC, KHU VỰC CẦN GIỜ CÓ GIAO HÀNG TÍNH PHÍ, VUI LÒNG LIÊN HỆ TRƯỚCHỗ trợ giao hàng và miễn phí lắp đặt ở trệt / có thang máy.Bảo hành chính hãng 02 năm, có người đến tận nhà ...",Máy giặt Toshiba 7 Kg AW-L805AV(SG) - Hàng chính hãng (chỉ giao HCM),3930000,3.0,3930000,,0,0,2,,available,,5.0,"{'id': 18634, 'name': 'Toshiba', 'slug': 'toshiba'}",2022-12-30
136666493,8123630704482,GIAO HÀNG VÀ LẮP ĐẶT CÙNG LÚC.Kiểu tủ: - 2 cánhDung tích sử dụng: 249 lít - 253 lítDung tích ngăn đá:61 lítDung tích ngăn lạnh:188 lít~ 0.85 kW/ngàyCông nghệ tiết kiệm đi...,Tủ lạnh Toshiba Inverter 249 lít GR-RT325WE-PMV(06)-MG - Hàng chính hãng (chỉ giao HCM),6589000,3.0,8990000,,2401000,27,1,,available,,5.0,"{'id': 18634, 'name': 'Toshiba', 'slug': 'toshiba'}",2022-12-30
107797735,7648113934370,Vỏ thùng loa 4 tấc họng Array Chuyên dùng cho lắp ráp mới hoặc thay thế cho các thùng loa đã cũ hoặc xuống cấp cần thay thế mới Loa thiết kế rất đẹp bắt mắt phù hợp cho mọi không gian Thùng được là...,Vỏ thùng loa 4 tấc họng Array bass 40 dùng lắp loa Hải Triều (hàng chính hãng),1850000,8.0,1850000,,0,0,3,,available,,5.0,"{'id': 550159, 'name': 'HẢI TRIỀU ', 'slug': 'hai-trieu'}",2022-12-30
172066796,6647510278238,"4K HDR processor X1Bộ xử lý mạnh mẽ dùng thuật toán tiên tiến để giảm tiếng ồn và tăng chi tiết. Với tín hiệu 4K rõ hơn, mọi nội dung bạn xem sẽ gần hơn với chất lượng 4K, tràn ngập sắc màu và độ tư...",Android Tivi Sony 4K 43 inch KD-43X80K - Model 2022,12049300,24.0,17400000,,5350700,31,8,,available,,4.8,"{'id': 18641, 'name': 'Sony', 'slug': 'sony'}",2022-12-30
68778596,6924146449513,"Máy Nước Nóng Ariston SL2 20 R - 2.5 - FE (2500W) làm nóng với hiệu suất cao & tiết kiệm điện năngThanh đốt 100% đồng, cho độ bền vượt trội, khả năng làm nóng nhanh và hiệu quảHệ thống an toàn ...",Máy Nước Nóng Ariston SL2 20 R - 2.5 - FE (2500W),2900000,2.0,2900000,,0,0,1,,available,,5.0,"{'id': 47795, 'name': 'Ariston', 'slug': 'ariston'}",2022-12-30
98888600,4989588650607,"ANTEN MOBITV ,CÓ NGUỒN 5V,DÂY 15MDÙNG CHO ĐẦU THU KỸ THUẬT SỐ ,VÀ TIVI TÍCH HỢP DVB T2 Anten MOBI TV  - Thu sóng cực khỏe sử dụng cho TRUYỀN HÌNH SỐ DVBT2Anten MOBITV  (outdoor) của MOBI là loại ante...","anten MOBITV ,KÈM DÂY CẤP NGUỒN 5V ,DÂY ANTEN 15M HÀNG CHÍNH HÃNG DÙNG CHO TIVI TÍCH HỢP DVB T2 và ĐẦU THU TRUYỀN HÌNH SỐ DVB T2",99000,2.0,99000,,0,0,0,,available,,0.0,"{'id': 504169, 'name': 'MobiTV', 'slug': 'mobitv'}",2022-12-30
114613040,5297813701215,"NK06 có thể đi theo bạn đến bất nơi đâu, phục vụ được nhiều mục đích sử dụng khác nhau như tập luyện, biểu diễn nhóm, đi dã ngoại, để bàn làm việc, trang trí phòng khách,…Với khả năng phục vụ nhiều mụ...",Loa karaoke bluetooth xách tay NEKO NK01 kèm 1 micro không dây - Hàng chính hãng,2650000,20.0,2650000,,0,0,8,,available,,5.0,"{'id': 277631, 'name': 'Neko', 'slug': 'neko'}",2022-12-30
68778598,4137108147330,"Máy Nước Nóng Ariston AN2 15 R - 2.5 - FE (2500W) làm nóng với hiệu suất cao & tiết kiệm điện năngThanh đốt 100% đồng, cho độ bền vượt trội, khả năng làm nóng nhanh và hiệu quảHệ thống an toàn ...",Máy Nước Nóng Ariston AN2 15 R - 2.5 - FE (2500W),2646000,,2700000,,54000,2,0,,available,,0.0,"{'id': 47795, 'name': 'Ariston', 'slug': 'ariston'}",2022-12-30
123548187,2201925176961,       Giá treo màn hình máy tính NB F100A 21 - 35 inch - Phiên Bản Nâng Cấp 2021 Phù hơph cho Các màn lớn từ 21-32 inch.   *** Lưu ý: Đây là phiên bản nâng cấp mới nhất của hãng NorthBayou được ...,Giá treo màn hình máy tính NB F100A 22 - 35 inch -Hàng Chính Hãng ,459800,6.0,459800,,0,0,3,,available,,5.0,"{'id': 168073, 'name': 'North Bayou', 'slug': 'north-bayou'}",2022-12-30
48527132,1543718291395,guồn: 2 viên pin AAAKhoảng cách sử dụng: 8mKích thước: 167*69*12 mmTrọng lượng: 68g.Sử dụng ngay không cần cài đặt....,ĐIỀU KHIỂN DÀNH CHO TIVI SONY,40000,36.0,40000,,0,0,9,,available,,4.7,"{'id': 111461, 'name': 'OEM', 'slug': 'oem'}",2022-12-30
29601707,1504063728554,"THÔNG TIN CHI TIẾTTên sản phẩmRemote máy lạnh, máy điều hòaCông dụngĐiều khiển từ xa cho máy lạnh DAIKINLoại phụ kiệnHàng thay thếDòng máy lạnh tương thíchFTNE, FTE, ARC423A Series...","Remote Điều Khiển Dùng Cho Máy Lạnh, Điều Hòa DAIKIN FTNE25MV1V9, FTE35LV1V, ARC423A5, ARC423A6",69000,67.0,69000,,0,0,9,,available,,5.0,"{'id': 111461, 'name': 'OEM', 'slug': 'oem'}",2022-12-30
178331551,5657527077088,"Đài Radio XB 401CMáy nghe đài Radio thẻ nhớ USB và đen pin đa năng pin sạcKích thước : 18 * 11 * 6 CmChức năng : Thu đài FM/AM/SW, Phát nhạc thẻ nhớ, Đèn pin, Đồng HồĐiều chỉnh to nhỏ và dò sóng bằng ...","ĐÀI RADIO USB NGHE NHẠC WAXIBA XB-401-741 CÓ ĐỒNG HỒ ,NGHE FM/AM/SW LOA SIÊU LỚN hàng chính hãng",230000,28.0,230000,,0,0,9,,available,,4.6,"{'id': 865409, 'name': 'WAXIBA', 'slug': 'waxiba'}",2022-12-30
188128463,1086067364976,Củ Loa bass 4 tấc loa sub Hải Triều (hàng chính hãng)Loa dùng cho thay thế loa bass sub 4 tấc siêu trầmLoại loa: loa sub siêu trầm 4 tấc bass rời về dùng gắn vào thùng loa sub có đường kính 40cm tức 4...,Củ loa bass sub 40  (4 tấc)  cao cấp 1 cái màu đen (Hàng chính hãng),880000,13.0,880000,,0,0,5,,available,,4.8,"{'id': 550159, 'name': 'HẢI TRIỀU ', 'slug': 'hai-trieu'}",2022-12-30
92165763,9919820846621,"       USB 3 C HUB loại   HDMI + USB + PD CHARGING   1, HDMI: 4K * 2K (3840 * 2160) 30HZ / 4K * 2K, tương thích xuống với 1080P 720P,    2, USB3.0: USB3.0 tốc độ cao truyền 5GB / S, Cung cấp nă...",Cáp chuyển đổi từ Type c sang HDMI kết nối tivi máy chiếu + USB 3.0 kết nối phím chuột... Cáp Typec to HDMI,119900,19.0,119900,,0,0,3,,available,,4.3,"{'id': 111461, 'name': 'OEM', 'slug': 'oem'}",2022-12-30
24348434,4905842687364,Hàng mới 100%Chỉ cần lắp pin vào sử dụng ngay không cần cài đặtNguồn: 2 viên pin AAAKhoảng cách sử dụng: 8mKích thước: 210*40*20mmTrọng lượng: 79g...,Điều khiển dành cho tivi samsung smart ngắn BN59 - 01268D,31900,,31900,,0,0,0,,available,,0.0,"{'id': 111461, 'name': 'OEM', 'slug': 'oem'}",2022-12-30
33108554,2125770393911,"THÔNG TIN CHI TIẾTLoại sản phẩmRemote TVCông dụngĐiều khiển từ xa cho TV SharpChủng loại phụ kiệnHàng thay thếDòng TV tương thíchTV LED, Smart TV, TV Thông minh SharpLoại sóng g...","Remote Điều Khiển Cho TV LED, Smart TV Sharp RM-L1346 - Hàng nhập khẩu",31900,,31900,,0,0,0,,available,,0.0,"{'id': 111461, 'name': 'OEM', 'slug': 'oem'}",2022-12-30
91272464,6094049181290,"- Sản phẩm P4 được cấu tạo bằng sắt sơn tĩnh điện cho tuổi thọ và độ bóng cao, không bị ăn mòn, oxi hóa theo thời gian, đặc biệt thân thiện với môi trường và an toàn cho người sử dụng. Vì thế sản phẩm...",Giá Treo TiVi Xoay Đa Năng North Bayou P4 Mẫu 2021 Màu Đen Lắp Cho Màn Hình 32 inch - 55 inch Nhập Khẩu,204900,2.0,204900,,0,0,1,,available,,5.0,"{'id': 168073, 'name': 'North Bayou', 'slug': 'north-bayou'}",2022-12-30
52602218,1070235343561,"MÁY GIẶT LỒNG GIẶT KHÔNG LỖMáy Giặt Cửa Trên Sharp ES-W95HV-S với lồng giặt ECO DRUM không lỗ với thiết kế đặc biệt giúp hạn chế sự phát triển của vi khuẩn và nấm mốc, tiết kiệm nước, tiết kiệm chấ...",Máy giặt Sharp 9.5 kg ES-W95HV-S - Chỉ giao HCM,4879000,13.0,5690000,,811000,14,5,,available,,5.0,"{'id': 19912, 'name': 'Sharp', 'slug': 'sharp'}",2022-12-30
58204138,2478359913742,Củ loa Mid còn gọi là loa trung cho loa karaoke Hải Triều (hàng chính hãng)Loa chuyên dùng thay thế cho loa mid bị hỏng hoặc bị rè hoặc đã xuống cấp cần thay thế loa mới Loa cho tiếng mid trong sáng h...,Củ loa Mid còn gọi là loa trung cho loa karaoke Hải Triều (hàng chính hãng),388000,14.0,388000,,0,0,1,,available,,5.0,"{'id': 550159, 'name': 'HẢI TRIỀU ', 'slug': 'hai-trieu'}",2022-12-30
119194548,5417714099212,     ...,Remote dành cho máy lạnh Panasonic,55000,182.0,55000,,0,0,29,,available,,4.7,"{'id': 111461, 'name': 'OEM', 'slug': 'oem'}",2022-12-30
193758074,2506958655192,Loa bass sub 3 tấc Sử dụng thay thế cho loa bass đã cũ hoặc xuống cấp cần thay thế mới Bass 30 viền cao su tại ra sự dàn hồi cực tốt màng bass dày cho chất âm rất ấm tiếng trầm chắc và sâu Sử dụn...,Củ loa  sub 3 tấc Hải Triều (hàng chính hãng (giá trên là 1 cái),438000,16.0,438000,,0,0,4,,available,,5.0,"{'id': 550159, 'name': 'HẢI TRIỀU ', 'slug': 'hai-trieu'}",2022-12-30
26334631,7042643315052,"Loa nghe kinh, nghe pháp ,đài FM Craven CR-853 - Dùng 3 pin lớn siêu trâu Loa nghe kinh, nghe pháp ,đài FM ,nghe nhạc USB thẻ nhớ FM Craven CR-853 3 pin siêu trâu. Kiểu dáng phụ kiện nghe nhạc hiện đ...","Máy nghe nhạc thẻ nhớ. USB, đài FM CR-853",159000,119.0,159000,,0,0,25,,available,,4.7,"{'id': 111461, 'name': 'OEM', 'slug': 'oem'}",2022-12-30
207280080,9864503136208,"Công nghệ hiện đại bao gồm các cảm biến quy nạp, quang điện, điện dung, từ và siêu âmCó bộ mã hóa quay, định vị và hệ thống nhận dạng...",Cảm biến siêu âm Pepperl Funchs,1699000,8.0,1699000,,0,0,0,,available,,0.0,"{'id': 111461, 'name': 'OEM', 'slug': 'oem'}",2022-12-30
119195201,4083978032915,     ...,Remote Điều khiển dành cho quạt trần Panasonic (4 cánh),59900,52.0,59900,,0,0,9,,available,,5.0,"{'id': 111461, 'name': 'OEM', 'slug': 'oem'}",2022-12-30
171777760,8268268775378,"       Sét 4 miếng cao su kê chân máy giặt chống rung , chống ồn cao cấp   Là sản phẩm phù hợp với mọi loại máy .   THÔNG SỐ SẢN PHẨM , MÔ TẢ SẢN PHẨM   - Sản phẩm có 2 phần : phần nhựa trên và...","Sét 4 miếng cao su kê chân máy giặt chống rung , chống ồn cao cấp",107300,12.0,109000,,1700,2,3,,available,,3.3,"{'id': 111461, 'name': 'OEM', 'slug': 'oem'}",2022-12-30
171273548,9982700870610,       ÁO VỆ SINH MÁY LẠNH CHUYÊN NGHIỆP CÓ ỐNG XẢ NƯỚC THẢI - MÀU XANH BÍCH - VẢI DÙ CHỐNG THẤM   Khi muốn vệ sinh máy lạnh. Việc đầu tiên chúng ta cần là phải có sản phẩm áo vệ sinh máy lạ...,Túi Bạt áo vệ sinh bảo dưỡng điều hòa máy lạnh có đuôi,55000,16.0,55000,,0,0,3,,available,,5.0,"{'id': 111461, 'name': 'OEM', 'slug': 'oem'}",2022-12-30
